case_id,release_relative_path,whoops_source_id,source_filename_or_path,width,height,source_file_sha256,decoded_rgb_sha256,license,dataset_repository,dataset_revision,datasets_version,pillow_version,hash_algorithm,private_artifact_sha256,private_evidence_location,match_status,deterministic_transform,transform_evidence,original_git_blob_sha256,original_git_decoded_rgb_sha256
500,data/raw_images/abnormal/500.png,00c2b245b97d9c02150d2b88df1d5c8d1cf398e20e18dec1bb7ba268ad0924e3,https://whoops-benchmark.s3.amazonaws.com/whoops_images/00c2b245b97d9c02150d2b88df1d5c8d1cf398e20e18dec1bb7ba268ad0924e3.png,1024,1024,00c2b245b97d9c02150d2b88df1d5c8d1cf398e20e18dec1bb7ba268ad0924e3,e6a7d561be665104aeabc6c1f2b847d5541e7222b746407c5e59dde1627f67b5,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),00c2b245b97d9c02150d2b88df1d5c8d1cf398e20e18dec1bb7ba268ad0924e3,working-tree:500.png,exact_decoded_match,,,,
511,data/raw_images/abnormal/511.png,05fe6583351893a65ecfa449e66cf67c4d2dbc0c93ea29b989e9b532c8dbc447,https://whoops-benchmark.s3.amazonaws.com/whoops_images/05fe6583351893a65ecfa449e66cf67c4d2dbc0c93ea29b989e9b532c8dbc447.png,1024,1024,05fe6583351893a65ecfa449e66cf67c4d2dbc0c93ea29b989e9b532c8dbc447,1496fa19bdb9000728f27a4cfed62169fd93899baad90b56ffad6731264742f7,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),05fe6583351893a65ecfa449e66cf67c4d2dbc0c93ea29b989e9b532c8dbc447,working-tree:511.png,exact_decoded_match,,,,
512,data/raw_images/abnormal/512.png,065a45abb0e05241aadf7bfd96ddf2820bb6f2e3b56f4c2eb5657b9ccc46b6be,https://whoops-benchmark.s3.amazonaws.com/whoops_images/065a45abb0e05241aadf7bfd96ddf2820bb6f2e3b56f4c2eb5657b9ccc46b6be.png,1302,1302,065a45abb0e05241aadf7bfd96ddf2820bb6f2e3b56f4c2eb5657b9ccc46b6be,c196c9a433619ffc4b1fd04f5b4e8eacbfdd1c5f66dd763d2df8c5d476fdb13f,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),065a45abb0e05241aadf7bfd96ddf2820bb6f2e3b56f4c2eb5657b9ccc46b6be,git:0379abd:data/raw_images/abnormal/512.png,exact_decoded_match,,,,
513,data/raw_images/abnormal/513.png,0705323c64c02b106ff542977ccd3d2367c4e44cbc7cf4276e835628b2efaf68,https://whoops-benchmark.s3.amazonaws.com/whoops_images/0705323c64c02b106ff542977ccd3d2367c4e44cbc7cf4276e835628b2efaf68.png,1024,1024,0705323c64c02b106ff542977ccd3d2367c4e44cbc7cf4276e835628b2efaf68,060ad0b1cde8aa487acf07f57c714dc6ef56ebe4ff300ee94fa80b79c10ebaa9,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),0705323c64c02b106ff542977ccd3d2367c4e44cbc7cf4276e835628b2efaf68,working-tree:513.png,exact_decoded_match,,,,
514,data/raw_images/abnormal/514.png,07c94c8cfcbdd9880b3c346def434d9d7616668223ea8fcc8ce5dc8c94fe5fd6,https://whoops-benchmark.s3.amazonaws.com/whoops_images/07c94c8cfcbdd9880b3c346def434d9d7616668223ea8fcc8ce5dc8c94fe5fd6.png,1132,1132,07c94c8cfcbdd9880b3c346def434d9d7616668223ea8fcc8ce5dc8c94fe5fd6,84138470a1371f30537b887f9d91779be2b27d3927877fc45a0d0453f9b9b6e5,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),07c94c8cfcbdd9880b3c346def434d9d7616668223ea8fcc8ce5dc8c94fe5fd6,working-tree:514.png,exact_decoded_match,,,,
515,data/raw_images/abnormal/515.png,0a4e504cfdcba4261b791d7bba6bacb4b733c819138faa9c0ff1cb8a2ab8a04d,https://whoops-benchmark.s3.amazonaws.com/whoops_images/0a4e504cfdcba4261b791d7bba6bacb4b733c819138faa9c0ff1cb8a2ab8a04d.png,1024,1024,0a4e504cfdcba4261b791d7bba6bacb4b733c819138faa9c0ff1cb8a2ab8a04d,50cad77052e54443b12a314659f79af3ef7572f15434a0580bf9b7880e8239c0,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),0a4e504cfdcba4261b791d7bba6bacb4b733c819138faa9c0ff1cb8a2ab8a04d,working-tree:515.png,exact_decoded_match,,,,
516,data/raw_images/abnormal/516.png,0b75797b5ccc7f2f34932b5e045aee1282e0d8246f2e295d5c2c2dd2531aba51,https://whoops-benchmark.s3.amazonaws.com/whoops_images/0b75797b5ccc7f2f34932b5e045aee1282e0d8246f2e295d5c2c2dd2531aba51.png,1024,1024,0b75797b5ccc7f2f34932b5e045aee1282e0d8246f2e295d5c2c2dd2531aba51,dc8fe28a4e2b1fad5d16b67836b53b451a7863be838f6e9cb82749d0f4072d62,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),0b75797b5ccc7f2f34932b5e045aee1282e0d8246f2e295d5c2c2dd2531aba51,working-tree:516.png,exact_decoded_match,,,,
517,data/raw_images/abnormal/517.png,0b96fcd434e780c849618db83459625a57ba307b75525edef9f03eee524c2845,https://whoops-benchmark.s3.amazonaws.com/whoops_images/0b96fcd434e780c849618db83459625a57ba307b75525edef9f03eee524c2845.png,1024,1024,0b96fcd434e780c849618db83459625a57ba307b75525edef9f03eee524c2845,63a2a5a368ed6165b6808a724fd2e830c65acf7367a3746e92933e1de4a9ab93,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),0b96fcd434e780c849618db83459625a57ba307b75525edef9f03eee524c2845,working-tree:517.png,exact_decoded_match,,,,
518,data/raw_images/abnormal/518.png,0be47bf71f525fc8ab15d3a816b38dd302b5cdfaeffca2cba88c90e9acf434e3,https://whoops-benchmark.s3.amazonaws.com/whoops_images/0be47bf71f525fc8ab15d3a816b38dd302b5cdfaeffca2cba88c90e9acf434e3.png,1024,1024,0be47bf71f525fc8ab15d3a816b38dd302b5cdfaeffca2cba88c90e9acf434e3,2a2e3622cc3257156cb1df0476b00427b5a6b9e7f32151ba36a34f80d47367a3,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),0be47bf71f525fc8ab15d3a816b38dd302b5cdfaeffca2cba88c90e9acf434e3,working-tree:518.png,exact_decoded_match,,,,
519,data/raw_images/abnormal/519.png,0c759d5baf5cc4d9a8a14004c882d0af4b757a14a339c91e2ced34da0958e52f,https://whoops-benchmark.s3.amazonaws.com/whoops_images/0c759d5baf5cc4d9a8a14004c882d0af4b757a14a339c91e2ced34da0958e52f.png,1024,1024,0c759d5baf5cc4d9a8a14004c882d0af4b757a14a339c91e2ced34da0958e52f,a8c618fecb80d5900293b6028b846a5b93ed85b9bb938b6193108456a2d74d74,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),0c759d5baf5cc4d9a8a14004c882d0af4b757a14a339c91e2ced34da0958e52f,working-tree:519.png,exact_decoded_match,,,,
520,data/raw_images/abnormal/520.png,0d3e768b9f69ddac682b603fadb709533dda6700a177b4baac47f5c97b0c63ec,https://whoops-benchmark.s3.amazonaws.com/whoops_images/0d3e768b9f69ddac682b603fadb709533dda6700a177b4baac47f5c97b0c63ec.png,1024,1024,0d3e768b9f69ddac682b603fadb709533dda6700a177b4baac47f5c97b0c63ec,d5d0ccfd7c85a90310fc70781d4a3e1c0086e3aa0f8b3ccbecbd70bc41e2303c,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),0d3e768b9f69ddac682b603fadb709533dda6700a177b4baac47f5c97b0c63ec,working-tree:520.png,exact_decoded_match,,,,
521,data/raw_images/abnormal/521.png,0e266e5e89bfac783598e8404a42642e6d4d5fd888e7ed9a08158cf1dab28a9f,https://whoops-benchmark.s3.amazonaws.com/whoops_images/0e266e5e89bfac783598e8404a42642e6d4d5fd888e7ed9a08158cf1dab28a9f.png,1024,1024,0e266e5e89bfac783598e8404a42642e6d4d5fd888e7ed9a08158cf1dab28a9f,d1cba5b3d2a4394851a6cf73f71f94c44adce9d0bafc8846a25fcbe2f6fc7249,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),0e266e5e89bfac783598e8404a42642e6d4d5fd888e7ed9a08158cf1dab28a9f,working-tree:521.png,exact_decoded_match,,,,
522,data/raw_images/abnormal/522.png,0e917d47e3025cf3e14464014bd1e24dbe0c37062b265da8ce3951f24df989b7,https://whoops-benchmark.s3.amazonaws.com/whoops_images/0e917d47e3025cf3e14464014bd1e24dbe0c37062b265da8ce3951f24df989b7.png,1024,1024,0e917d47e3025cf3e14464014bd1e24dbe0c37062b265da8ce3951f24df989b7,1ad227162392bb0563e3d542c1555e4f033e0e8c0da23e6bb1b6e0516d20940e,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),0e917d47e3025cf3e14464014bd1e24dbe0c37062b265da8ce3951f24df989b7,working-tree:522.png,exact_decoded_match,,,,
523,data/raw_images/abnormal/523.png,0f5a9e88585ce25df58a09f1a0c4e908e94cff0b6680b53eb77e42e67bfb619c,https://whoops-benchmark.s3.amazonaws.com/whoops_images/0f5a9e88585ce25df58a09f1a0c4e908e94cff0b6680b53eb77e42e67bfb619c.png,2048,2048,0f5a9e88585ce25df58a09f1a0c4e908e94cff0b6680b53eb77e42e67bfb619c,72a3386cc450a04e04dbc85d950779d41dda9711ffe7b0d92e36478549f3a628,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),0f5a9e88585ce25df58a09f1a0c4e908e94cff0b6680b53eb77e42e67bfb619c,working-tree:523.png,exact_decoded_match,,,,
524,data/raw_images/abnormal/524.png,105a1e68179756f5ecf6596c3898d227bbabca3c3232c506267dfdc48b1c02ff,https://whoops-benchmark.s3.amazonaws.com/whoops_images/105a1e68179756f5ecf6596c3898d227bbabca3c3232c506267dfdc48b1c02ff.png,1024,1024,105a1e68179756f5ecf6596c3898d227bbabca3c3232c506267dfdc48b1c02ff,30012362f5c597d31297a333cedcd0d360ae8a272f30ba80b39a3f136d041180,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),105a1e68179756f5ecf6596c3898d227bbabca3c3232c506267dfdc48b1c02ff,working-tree:524.png,exact_decoded_match,,,,
525,data/raw_images/abnormal/525.png,107a26017e6a61eed9dfe6e7951b6cbdf4537b67786a9a97ad35ccebd23b30d1,https://whoops-benchmark.s3.amazonaws.com/whoops_images/107a26017e6a61eed9dfe6e7951b6cbdf4537b67786a9a97ad35ccebd23b30d1.png,1024,1024,107a26017e6a61eed9dfe6e7951b6cbdf4537b67786a9a97ad35ccebd23b30d1,74844f4f6c65ca05247b3a5defce9b1b7c3c532e59eb66b020dcad2c35fc1906,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),107a26017e6a61eed9dfe6e7951b6cbdf4537b67786a9a97ad35ccebd23b30d1,working-tree:525.png,exact_decoded_match,,,,
526,data/raw_images/abnormal/526.png,10cf8bee64dfd18132bae2e0c9e41417fef4d721a5dac2ffddf42049eaa7c6a1,https://whoops-benchmark.s3.amazonaws.com/whoops_images/10cf8bee64dfd18132bae2e0c9e41417fef4d721a5dac2ffddf42049eaa7c6a1.png,1024,1024,10cf8bee64dfd18132bae2e0c9e41417fef4d721a5dac2ffddf42049eaa7c6a1,b5d98e3369fb76dc8fdda17ec2bab7c16d9788b3abb1c5fc4b9442895dfded1b,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),10cf8bee64dfd18132bae2e0c9e41417fef4d721a5dac2ffddf42049eaa7c6a1,working-tree:526.png,exact_decoded_match,,,,
527,data/raw_images/abnormal/527.png,11200045f1006fb8555509e0d8efb41a947ec767066c2a4c5783c35c7003d710,https://whoops-benchmark.s3.amazonaws.com/whoops_images/11200045f1006fb8555509e0d8efb41a947ec767066c2a4c5783c35c7003d710.png,1024,1024,11200045f1006fb8555509e0d8efb41a947ec767066c2a4c5783c35c7003d710,97ba62ea6871b804384bb11a8b24aff5a796e201b8eb37e3b202681b1c9b4171,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),11200045f1006fb8555509e0d8efb41a947ec767066c2a4c5783c35c7003d710,working-tree:527.png,exact_decoded_match,,,,
528,data/raw_images/abnormal/528.png,11a189dc88ae4eb458ac5e6d61cb94bafacf32e941c516e9efa07ac714d8c6ca,https://whoops-benchmark.s3.amazonaws.com/whoops_images/11a189dc88ae4eb458ac5e6d61cb94bafacf32e941c516e9efa07ac714d8c6ca.png,1024,1024,11a189dc88ae4eb458ac5e6d61cb94bafacf32e941c516e9efa07ac714d8c6ca,b9d5d8a72abeb0f37e8a3924f11f094faaa41843f08c6d4d50acee598b3d7e01,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),11a189dc88ae4eb458ac5e6d61cb94bafacf32e941c516e9efa07ac714d8c6ca,working-tree:528.png,exact_decoded_match,,,,
529,data/raw_images/abnormal/529.png,11eb664a71d7ae3f93db482a663a490292992deaa81fde6f72eb1beb77f52db7,https://whoops-benchmark.s3.amazonaws.com/whoops_images/11eb664a71d7ae3f93db482a663a490292992deaa81fde6f72eb1beb77f52db7.png,1024,1024,11eb664a71d7ae3f93db482a663a490292992deaa81fde6f72eb1beb77f52db7,0125adcecf01e43bafe252ed46965326d7281eb5a099f32e6470a36d1463fe97,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),11eb664a71d7ae3f93db482a663a490292992deaa81fde6f72eb1beb77f52db7,working-tree:529.png,exact_decoded_match,,,,
530,data/raw_images/abnormal/530.png,1313395dfd6f998b1029f676ca336966c1583eb727f99af05a010c028632527f,https://whoops-benchmark.s3.amazonaws.com/whoops_images/1313395dfd6f998b1029f676ca336966c1583eb727f99af05a010c028632527f.png,1024,1024,1313395dfd6f998b1029f676ca336966c1583eb727f99af05a010c028632527f,a13d4a50c4ad0debdb35ecd7fcef6530a68fa1e13162156c77d50ee8d6e91122,CC BY 4.0 plus WHOOPS! Dataset License Agreement additional conditions,nlphuji/whoops,cca58d854ee35b6bfbedc14a9155483e89500ae9,5.0.1,12.3.0,sha256(big_endian_uint32(width) || big_endian_uint32(height) || RGB_pixel_bytes_row_major),1313395dfd6f998b1029f676ca336966c1583eb727f99af05a010c028632527f,working-tree:530.png,exact_decoded_match,,,,
